id,title,description,price,largeur,profondeur,hauteur,disponibilite,images,color,seat,reference,quantity,miniDescription,fabricType,brand,ecoMobilier,typeCanape,ean,poids,garantie
43,Harmony Section,"Le canapé Harmony Section incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Harmony Section, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",999.99,230 cm,100 cm,90 cm,false,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/7/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/7/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/7/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/7/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/7/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/7/6.png""]",Gris,1,50475BE,1,"[""Harmony Section offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Harmony Section, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",tissu,Habitat,10,standard,8925519493566,60,8
44,Drift Pacific,"Le canapé Drift Pacific incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Drift Pacific, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",799.99,240 cm,120 cm,85 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/8/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/8/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/8/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/8/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/8/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/8/6.png""]",Blanc,3,91031DO,1,"[""Drift Pacific offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Drift Pacific, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",cuir,But,37,standard,2447996120826,16,3
45,Rock Cosmo,"Le canapé Rock Cosmo incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Rock Cosmo, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",1299.99,230 cm,120 cm,95 cm,false,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/60/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/60/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/60/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/60/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/60/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/60/6.png""]",Noir,3,64837LP,1,"[""Rock Cosmo offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Rock Cosmo, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",cuir,Maisons du Monde,31,standard,2227037085858,30,3
46,Terre Nordic,"Le canapé Terre Nordic incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Terre Nordic, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",999.99,220 cm,100 cm,95 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/53/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/53/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/53/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/53/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/53/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/53/6.png""]",Rouge,3,98761YW,1,"[""Terre Nordic offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Terre Nordic, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",tissu,Conforama,15,standard,9564989237084,82,1
47,Slim Contour,"Le canapé Slim Contour incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Slim Contour, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",849.99,200 cm,95 cm,85 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/54/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/54/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/54/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/54/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/54/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/54/6.png""]",Marron,5,94180ZW,1,"[""Slim Contour offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Slim Contour, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",tissu,Ligne Roset,36,standard,8866752188838,48,5
48,Edge Marbre,"Le canapé Edge Marbre incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Edge Marbre, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",999.99,300 cm,150 cm,90 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/52/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/52/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/52/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/52/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/52/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/52/6.png""]",Marron,8,83074RQ,1,"[""Edge Marbre offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Edge Marbre, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",cuir,Muuto,39,standard,7897884412065,27,10
49,Groove Urbain,"Le canapé Groove Urbain incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Groove Urbain, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",1399.99,250 cm,150 cm,90 cm,false,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/51/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/51/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/51/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/51/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/51/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/51/6.png""]",Marron,8,83072OO,1,"[""Groove Urbain offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Groove Urbain, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",tissu,West Elm,16,standard,4628568574143,13,7
50,Safari Élégant,"Le canapé Safari Élégant incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Safari Élégant, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",599.99,230 cm,90 cm,80 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/9/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/9/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/9/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/9/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/9/6.png""]",Vert,1,35957FB,1,"[""Safari Élégant offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Safari Élégant, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",tissu,Fermob,45,standard,4582647490699,98,10
51,Nuance Scandinave,"Le canapé Nuance Scandinave marie avec élégance simplicité nordique et confort moderne. Ses lignes épurées et son tissu texturé créent une ambiance chaleureuse et minimaliste. Idéal pour les petits espaces, il se distingue par son piètement en bois clair et son assise enveloppante. Les coussins renforcés garantissent un soutien optimal au quotidien. Un incontournable pour les amateurs de design sobre et fonctionnel.",1899.99,210 cm,95 cm,85 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/55/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/55/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/55/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/55/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/55/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/55/6.png""]",Marron,5,88210NS,1,"[""Design scandinave épuré et chaleureux."",""Confort optimal dans un format compact."",""Matériaux robustes et doux au toucher.""]",tissu,Ikea,33,standard,3510855943088,69,9
52,Loft Industriel,"Pensé pour les intérieurs urbains, le canapé Loft Industriel combine cuir vieilli et structure métallique apparente. Il séduit par son allure brute et sa robustesse exceptionnelle. Son assise généreuse et profonde vous invite à la détente après une longue journée. Chaque détail est travaillé pour apporter un cachet unique à votre salon. Parfait pour les amateurs de design new-yorkais.",1199,240 cm,100 cm,85 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/59/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/59/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/59/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/59/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/59/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/59/6.png""]",Gris,5,77221LI,1,"[""Alliance de cuir vieilli et métal brut."",""Un style urbain et affirmé pour votre salon."",""Confort maximal grâce à son assise profonde.""]",tissu,Harmony,27,standard,1835067604842,23,7
53,Douceur Bohème,Le canapé Douceur Bohème évoque une ambiance zen et naturelle avec ses tons neutres et son tissu en lin lavé. Sa forme accueillante et ses coussins moelleux en font un refuge parfait pour les moments de repos. Il s’intègre aisément dans une déco bohème ou rustique chic. Sa fabrication artisanale garantit un produit unique et authentique.,1045.5,200 cm,92 cm,80 cm,false,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/58/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/58/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/58/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/58/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/58/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/58/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/58/6.png""]",Rouge,7,66093DB,1,"[""Tissu en lin lavé doux et respirant."",""Idéal pour une ambiance bohème relaxante."",""Coussins ultra moelleux inclus.""]",tissu,La Redoute,12,standard,1155190199832,18,9
54,Doux Refuge,"Le canapé Doux Refuge incarne l'alliance parfaite entre esthétique et confort absolu. Ses finitions soignées reflètent un savoir-faire artisanal hors pair. Le revêtement de qualité supérieure assure une durabilité remarquable au fil des années. Vous profiterez d'une assise moelleuse tout en conservant un bon maintien lombaire. Son design contemporain s'adapte harmonieusement à tous les styles d'intérieur. Les accoudoirs généreux et épurés offrent un soutien optimal pour vos moments de détente. Compact ou imposant, ce canapé s'intègre aussi bien dans un petit salon que dans une vaste pièce à vivre. La structure robuste garantit une stabilité et une longévité accrues. Les coussins déhoussables facilitent l'entretien et le nettoyage régulier. Opter pour le canapé Doux Refuge, c'est choisir une pièce maîtresse pour sublimer votre décoration intérieure.",2499.99,180 cm,85 cm,85 cm,true,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/12/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/12/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/12/6.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/12/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/12/1.png""]",Beige,1,87843IZ,1,"[""Doux Refuge offre une assise moelleuse pensée pour vous envelopper dès le premier contact."",""Son revêtement de qualité supérieure assure une résistance optimale et un toucher délicat."",""Le design de Doux Refuge, à la fois épuré et audacieux, apporte une touche de caractère à votre intérieur.""]",tissu,But,35,standard,6620701883915,99,8
55,Charme Vintage,"Le canapé Charme Vintage s'inspire des modèles rétro tout en intégrant des technologies de confort modernes. Capitonné à la main, il séduit par son allure sophistiquée et intemporelle. Sa mousse haute résilience offre une assise confortable et durable. Un choix élégant pour les intérieurs à forte personnalité.",4349,235 cm,98 cm,88 cm,false,"[""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/56/1.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/56/2.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/56/3.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/56/4.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/56/5.png"",""https://pejotrvfcsqfdakpnqil.supabase.co/storage/v1/object/public/canapes-images-client/56/6.png""]",Rose,3,55901CV,1,"[""Capitonnage raffiné pour une touche rétro."",""Confort durable grâce à la mousse HR."",""Un caractère affirmé pour votre salon.""]",tissu,Miliboo,36,standard,9094173708663,62,2
